Course,Number,Section,Title,A,B,C,D,F,P,F(P),W,Instructor,Honors,CourseId,Year
PHIL,1020,005,Introduction to Logic,0.5,0.25,0.1,0.0,0.1,0.0,0.0,0.05,Edyta Kuzian,,PHIL-1020,2018
PHIL,1020,006,Introduction to Logic,0.63,0.21,0.11,0.0,0.0,0.0,0.0,0.05,Adam Gies,,PHIL-1020,2018
PHIL,1030,002,Introduction to Ethics,0.63,0.23,0.06,0.06,0.03,0.0,0.0,0.0,Stephen Satris,,PHIL-1030,2018
PHIL,1030,003,Introduction to Ethics,0.44,0.41,0.12,0.0,0.0,0.0,0.0,0.03,Christopher Wells,,PHIL-1030,2018
PHIL,1030,004,Introduction to Ethics,0.64,0.33,0.03,0.0,0.0,0.0,0.0,0.0,Adam Gies,,PHIL-1030,2018
PHIL,1030,005,Introduction to Ethics,0.53,0.37,0.07,0.0,0.0,0.0,0.0,0.03,Adam Gies,,PHIL-1030,2018
PHIL,1030,006,Introduction to Ethics,0.42,0.48,0.03,0.03,0.03,0.0,0.0,0.0,Christopher Wells,,PHIL-1030,2018
PHIL,1030,007,Introduction to Ethics,0.81,0.13,0.03,0.0,0.0,0.0,0.0,0.03,Adam Gies,,PHIL-1030,2018
PHIL,1030,008,Introduction to Ethics,0.34,0.47,0.09,0.03,0.0,0.0,0.0,0.06,Christopher Wells,,PHIL-1030,2018
PHIL,1030,009,Introduction to Ethics,0.28,0.5,0.17,0.0,0.0,0.0,0.0,0.06,Charles Starkey,,PHIL-1030,2018
PHIL,3040,001,Moral Philosophy,0.32,0.36,0.25,0.0,0.04,0.0,0.0,0.04,Todd May,,PHIL-3040,2018
PHIL,3050,001,Existentialism,0.62,0.38,0.0,0.0,0.0,0.0,0.0,0.0,David Stegall,,PHIL-3050,2018
PHIL,3120,001,Philosophy in Ancient China,0.57,0.36,0.0,0.07,0.0,0.0,0.0,0.0,Yanming An,,PHIL-3120,2018
PHIL,3160,001,Modern Philosophy,0.54,0.37,0.06,0.0,0.0,0.0,0.0,0.03,Michael Hannen,,PHIL-3160,2018
PHIL,3210,001,Crime & Punishment,0.3,0.39,0.12,0.06,0.06,0.0,0.0,0.06,Daniel Wueste,,PHIL-3210,2018
PHIL,3260,001,Science and Values,0.57,0.37,0.03,0.0,0.0,0.0,0.0,0.03,Andrew Garnar,,PHIL-3260,2018
PHIL,3260,002,Science and Values,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Andrew Garnar,,PHIL-3260,2018
PHIL,3300,001,Self-Deception,0.53,0.4,0.0,0.0,0.0,0.0,0.0,0.07,Todd May,,PHIL-3300,2018
PHIL,3300,002,Ethics of Inequality,0.17,0.52,0.09,0.0,0.0,0.0,0.0,0.22,Brookes Brown,,PHIL-3300,2018
PHIL,3330,001,Metaphysics,0.85,0.1,0.0,0.0,0.0,0.0,0.0,0.05,David Stegall,,PHIL-3330,2018
PHIL,3430,001,Philosophy of Law,0.28,0.67,0.06,0.0,0.0,0.0,0.0,0.0,Brookes Brown,,PHIL-3430,2018
PHIL,3450,001,Environmental Ethics,0.22,0.5,0.22,0.0,0.0,0.0,0.0,0.06,Christopher Wells,,PHIL-3450,2018
PHIL,3460,001,Biomedical Ethics,0.38,0.41,0.14,0.0,0.03,0.0,0.0,0.03,Charles Starkey,,PHIL-3460,2018
PHIL,4750,001,Philosophy of Film,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,Christopher Grau,,PHIL-4750,2018
PHSC,1170,001,Intro Chem & Earth,0.74,0.23,0.02,0.0,0.0,0.0,0.0,0.0,Minory Nammouz,,PHSC-1170,2018
PHYS,1220,001,Physics with Calculus I,0.24,0.32,0.28,0.11,0.01,0.0,0.0,0.03,Lih-sin The,,PHYS-1220,2018
PHYS,1220,002,Physics with Calculus I,0.24,0.41,0.24,0.06,0.02,0.0,0.0,0.03,Lih-sin The,,PHYS-1220,2018
PHYS,1220,003,Physics with Calculus I,0.19,0.5,0.23,0.05,0.01,0.0,0.0,0.02,Sriparn Bhattacharya,,PHYS-1220,2018
PHYS,1220,004,Physics with Calculus I,0.25,0.47,0.23,0.02,0.01,0.0,0.0,0.01,Sriparn Bhattacharya,,PHYS-1220,2018
PHYS,1220,005,Physics with Calculus I,0.4,0.46,0.11,0.01,0.0,0.0,0.0,0.01,Jason Brown,,PHYS-1220,2018
PHYS,1220,008,Physics W/Cal I (HON),0.58,0.42,0.0,0.0,0.0,0.0,0.0,0.0,Joan Marler,True,PHYS-1220,2018
PHYS,1240,001,Physics Lab I,0.78,0.22,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,002,Physics Lab I,0.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,003,Physics Lab I,0.72,0.22,0.06,0.0,0.0,0.0,0.0,0.0,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,004,Physics Lab I,0.94,0.06,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,005,Physics Lab I,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,006,Physics Lab I,0.89,0.06,0.0,0.0,0.0,0.0,0.0,0.06,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,007,Physics Lab I,0.56,0.33,0.0,0.06,0.0,0.0,0.0,0.06,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,008,Physics Lab I,0.71,0.29,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,009,Physics Lab I,0.72,0.28,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,010,Physics Lab I,0.83,0.11,0.0,0.0,0.0,0.0,0.0,0.06,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,011,Physics Lab I,0.44,0.44,0.0,0.0,0.06,0.0,0.0,0.06,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,012,Physics Lab I,0.56,0.44,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,013,Physics Lab I,0.22,0.72,0.0,0.0,0.0,0.0,0.0,0.06,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,014,Physics Lab I,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,015,Physics Lab I,0.29,0.65,0.06,0.0,0.0,0.0,0.0,0.0,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,016,Physics Lab I,0.76,0.12,0.0,0.06,0.0,0.0,0.0,0.06,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,017,Physics Lab I,0.61,0.39,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,018,Physics Lab I,0.61,0.39,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,019,Physics Lab I,0.78,0.11,0.11,0.0,0.0,0.0,0.0,0.0,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,020,Physics Lab I,0.72,0.22,0.0,0.0,0.0,0.0,0.0,0.06,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,021,Physics Lab I,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,022,Physics Lab I,0.65,0.29,0.0,0.0,0.0,0.0,0.0,0.06,Daniel Thompson,,PHYS-1240,2018
PHYS,1240,023,Physics Lab I,0.78,0.17,0.0,0.0,0.0,0.0,0.0,0.06,Daniel Thompson,,PHYS-1240,2018
