Course,Number,Section,Title,A,B,C,D,F,P,F(P),W,Instructor,Honors,CourseId,Year
AGED,4030,001,Prin Adult/Ext Ed,0.77,0.09,0.14,0.0,0.0,0.0,0.0,0.0,Kevin Layfield,,AGED-4030,2016
AGM,1010,001,Intro Ag Mech & Bus,0.41,0.32,0.16,0.04,0.04,0.0,0.0,0.04,Hunter Massey,,AGM-1010,2016
AGM,2050,001,Prin of Fabrication,0.14,0.57,0.16,0.03,0.07,0.0,0.0,0.03,Hunter Massey,,AGM-2050,2016
AGM,2060,001,Machinery Mgt,0.25,0.33,0.25,0.08,0.0,0.0,0.0,0.08,Hunter Massey,,AGM-2060,2016
AGM,2190,001,Agribusiness and Food Systems,0.49,0.4,0.1,0.0,0.01,0.0,0.0,0.0,Nicholas Rogers,,AGM-2190,2016
AGM,2210,001,Land Measurements,0.17,0.32,0.33,0.14,0.03,0.0,0.0,0.01,Charles Privette,,AGM-2210,2016
AGM,3010,001,Soil Water Conserv,0.44,0.29,0.16,0.06,0.03,0.0,0.0,0.02,Calvin Sawyer,,AGM-3010,2016
AGM,3710,001,Agric Mechanization Practicum,0.0,0.0,0.0,0.0,0.0,0.89,0.05,0.05,Hunter Massey,,AGM-3710,2016
AGM,4000,001,Seminar in Ag Mech & Business,0.53,0.31,0.06,0.03,0.03,0.0,0.0,0.03,John Chastain,,AGM-4000,2016
AGM,4050,001,Env Cont in Anim Str,0.14,0.46,0.3,0.1,0.0,0.0,0.0,0.0,John Chastain,,AGM-4050,2016
AGM,4060,001,Mech & Hydraulic Sys,0.61,0.34,0.05,0.0,0.0,0.0,0.0,0.0,Ali Koc,,AGM-4060,2016
AGM,4520,001,Mobile Power,0.41,0.41,0.14,0.05,0.0,0.0,0.0,0.0,Ali Koc,,AGM-4520,2016
AGM,4600,001,Electrical Systems,0.45,0.36,0.13,0.06,0.0,0.0,0.0,0.0,Young Han,,AGM-4600,2016
AGM,4730,001,Peanut Harvesting Machinery,0.88,0.0,0.0,0.0,0.12,0.0,0.0,0.0,Hunter Massey,,AGM-4730,2016
AGRB,2020,001,Agricultural Economics,0.19,0.35,0.23,0.13,0.08,0.0,0.0,0.02,George Apperson,,AGRB-2020,2016
AGRB,2020,002,Agricultural Economics,0.21,0.31,0.27,0.08,0.08,0.0,0.0,0.04,George Apperson,,AGRB-2020,2016
AGRB,2050,001,Agriculture and Society,0.42,0.38,0.12,0.04,0.02,0.0,0.0,0.02,Michael Vassalos,,AGRB-2050,2016
AGRB,3020,001,Economics of Farm Management,0.28,0.35,0.27,0.09,0.0,0.0,0.0,0.01,Michael Vassalos,,AGRB-3020,2016
AGRB,3080,001,Quant Agribusiness Analysis I,0.19,0.23,0.32,0.19,0.03,0.0,0.0,0.03,Lisha Zhang,,AGRB-3080,2016
AGRB,3090,001,Econ of Agricultural Marketing,0.83,0.15,0.0,0.0,0.03,0.0,0.0,0.0,Yuliya Bolotova,,AGRB-3090,2016
AGRB,3570,001,Natural Resources Economics,0.29,0.31,0.18,0.11,0.07,0.0,0.0,0.04,David Willis,,AGRB-3570,2016
AGRB,4090,001,Commodity Futures Markets,0.56,0.44,0.0,0.0,0.0,0.0,0.0,0.0,Yuliya Bolotova,,AGRB-4090,2016
AGRB,4120,001,Reg Econ Devel Theory & Policy,0.55,0.3,0.1,0.0,0.05,0.0,0.0,0.0,Robert Carey,,AGRB-4120,2016
AGRB,4600,001,Agricultural Finance,0.33,0.33,0.22,0.11,0.0,0.0,0.0,0.0,Lisha Zhang,,AGRB-4600,2016
AL,3490,400,Principles of Coaching,0.65,0.15,0.12,0.0,0.0,0.0,0.0,0.08,Deborah Cadorette,,AL-3490,2016
AL,3490,401,Principles of Coaching,0.76,0.24,0.0,0.0,0.0,0.0,0.0,0.0,Deborah Cadorette,,AL-3490,2016
AL,3490,402,Principles of Coaching,0.68,0.28,0.04,0.0,0.0,0.0,0.0,0.0,Julia Wright,,AL-3490,2016
AL,3490,403,Principles of Coaching,0.44,0.44,0.08,0.0,0.04,0.0,0.0,0.0,Clyde Connor,,AL-3490,2016
AL,3490,404,Principles of Coaching,0.84,0.08,0.0,0.0,0.0,0.0,0.0,0.08,Edmond Fry,,AL-3490,2016
AL,3500,400,Sci Basis I/Ex Phy,0.33,0.08,0.33,0.13,0.04,0.0,0.0,0.08,Michael Godfrey,,AL-3500,2016
AL,3500,401,Sci Basis I/Ex Phy,0.13,0.3,0.22,0.13,0.13,0.0,0.0,0.09,Michael Godfrey,,AL-3500,2016
AL,3530,400,Athletic Injuries,0.23,0.27,0.32,0.14,0.0,0.0,0.0,0.05,Isaac Colbert,,AL-3530,2016
AL,3530,401,Athletic Injuries,0.16,0.32,0.37,0.11,0.05,0.0,0.0,0.0,Isaac Colbert,,AL-3530,2016
AL,3600,400,Hgh Sch Athl Ethical/Legal Iss,0.42,0.25,0.25,0.08,0.0,0.0,0.0,0.0,Clyde Connor,,AL-3600,2016
AL,3610,400,Admin/Org of Athletic Programs,0.73,0.2,0.0,0.07,0.0,0.0,0.0,0.0,Henry Oates,,AL-3610,2016
AL,3610,401,Admin/Org of Athletic Programs,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,Henry Oates,,AL-3610,2016
AL,3610,402,Admin/Org of Athletic Programs,0.7,0.2,0.05,0.0,0.0,0.0,0.0,0.05,Henry Oates,,AL-3610,2016
AL,3620,400,Psychology of Coaching,0.31,0.31,0.19,0.13,0.06,0.0,0.0,0.0,Natalie Carter,,AL-3620,2016
AL,3620,401,Psychology of Coaching,0.44,0.31,0.13,0.13,0.0,0.0,0.0,0.0,Natalie Carter,,AL-3620,2016
AL,3620,402,Psychology of Coaching,0.26,0.39,0.26,0.09,0.0,0.0,0.0,0.0,Natalie Carter,,AL-3620,2016
AL,3740,400,Coaching Football,0.58,0.21,0.04,0.04,0.08,0.0,0.0,0.04,Edmond Fry,,AL-3740,2016
AL,3760,400,Coaching Strength/Conditioning,0.61,0.22,0.13,0.04,0.0,0.0,0.0,0.0,Edmond Fry,,AL-3760,2016
AL,3760,401,Coaching Strength/Conditioning,0.5,0.3,0.1,0.0,0.05,0.0,0.0,0.05,Edmond Fry,,AL-3760,2016
AL,4380,400,Coaching Women,0.73,0.2,0.07,0.0,0.0,0.0,0.0,0.0,Misty Soles,,AL-4380,2016
AL,4380,402,Coaching the Inner Athlete,0.7,0.17,0.09,0.0,0.04,0.0,0.0,0.0,Deborah Cadorette,,AL-4380,2016
AL,8490,400,Athletic Leadership Dev,0.6,0.28,0.08,0.0,0.04,0.0,0.0,0.0,Michael Godfrey,,AL-8490,2016
AL,8490,401,Athletic Leadership Dev,0.5,0.42,0.08,0.0,0.0,0.0,0.0,0.0,Michael Godfrey,,AL-8490,2016
AL,8500,400,Principles Strength and Condit,0.59,0.31,0.1,0.0,0.0,0.0,0.0,0.0,Michael Godfrey,,AL-8500,2016
AL,8650,400,Mkt and Comm Respon Interc Ath,0.82,0.12,0.0,0.0,0.06,0.0,0.0,0.0,Misty Soles,,AL-8650,2016
ANTH,2010,001,Introduction to Anthropology,0.49,0.28,0.13,0.02,0.02,0.0,0.0,0.06,Yi Wu,,ANTH-2010,2016
ANTH,2010,002,Introduction to Anthropology,0.07,0.2,0.44,0.15,0.05,0.0,0.0,0.1,John Coggeshall,,ANTH-2010,2016
ANTH,2010,003,Introduction to Anthropology,0.06,0.35,0.39,0.06,0.1,0.0,0.0,0.05,John Coggeshall,,ANTH-2010,2016
ANTH,2010,004,Introduction to Anthropology,0.38,0.42,0.09,0.04,0.07,0.0,0.0,0.0,Katherine Weisensee,,ANTH-2010,2016
ANTH,2010,005,Introduction to Anthropology,0.44,0.42,0.08,0.02,0.02,0.0,0.0,0.02,Lisa Rapaport,,ANTH-2010,2016
ANTH,2010,006,Introduction to Anthropology,0.27,0.3,0.18,0.09,0.07,0.0,0.0,0.09,Yi Wu,,ANTH-2010,2016
ANTH,3010,001,Cultural Anthropology,0.09,0.41,0.18,0.14,0.05,0.0,0.0,0.14,John Coggeshall,,ANTH-3010,2016
ANTH,3320,001,World Archaeology,0.17,0.3,0.22,0.17,0.0,0.0,0.0,0.13,Melissa Vogel,,ANTH-3320,2016
ANTH,3510,001,Biological Anthropology,0.5,0.33,0.06,0.0,0.06,0.0,0.0,0.06,Lisa Rapaport,,ANTH-3510,2016
ANTH,3530,001,Forensic Anthropology,0.33,0.33,0.28,0.0,0.06,0.0,0.0,0.0,Katherine Weisensee,,ANTH-3530,2016
ANTH,4230,001,Women in the Developing World,0.43,0.43,0.07,0.0,0.0,0.0,0.0,0.07,Melissa Vogel,,ANTH-4230,2016
ARCH,1010,001,Intro to Architecture,0.63,0.26,0.04,0.02,0.03,0.0,0.0,0.02,Sal Hambright-Belue,,ARCH-1010,2016
ARCH,2040,001,Hist of Modern Arch,0.28,0.42,0.25,0.03,0.03,0.0,0.0,0.0,Robert Bruhns,,ARCH-2040,2016
ARCH,2510,001,Arch Foundations I,0.23,0.69,0.08,0.0,0.0,0.0,0.0,0.0,David Lee,,ARCH-2510,2016
ARCH,2510,002,Arch Foundations I,0.85,0.15,0.0,0.0,0.0,0.0,0.0,0.0,Joseph Choma,,ARCH-2510,2016
ARCH,2510,003,Arch Foundations I,0.5,0.42,0.08,0.0,0.0,0.0,0.0,0.0,Clarissa Mendez,,ARCH-2510,2016
ARCH,2510,004,Arch Foundations I,0.62,0.23,0.08,0.0,0.08,0.0,0.0,0.0,James Barker,,ARCH-2510,2016
ARCH,2510,005,Arch Foundations I,0.23,0.69,0.08,0.0,0.0,0.0,0.0,0.0,Robert Silance,,ARCH-2510,2016
ARCH,2700,001,Structures I,0.36,0.41,0.18,0.0,0.05,0.0,0.0,0.0,Dustin Albright,,ARCH-2700,2016
ARCH,3500,001,Intro to Urban Contexts,0.08,0.62,0.31,0.0,0.0,0.0,0.0,0.0,Timothy Brown,,ARCH-3500,2016
ARCH,3500,002,Intro to Urban Contexts,0.33,0.33,0.25,0.0,0.08,0.0,0.0,0.0,Julie Wilkerson,,ARCH-3500,2016
ARCH,3500,003,Intro to Urban Contexts,0.0,0.17,0.83,0.0,0.0,0.0,0.0,0.0,George Schafer,,ARCH-3500,2016
ARCH,3500,004,Intro to Urban Contexts,0.17,0.42,0.42,0.0,0.0,0.0,0.0,0.0,Berrin Terim,,ARCH-3500,2016
ARCH,4010,001,Architectural Portfolio SENIOR,0.67,0.19,0.05,0.0,0.05,0.0,0.0,0.05,Clarissa Mendez,,ARCH-4010,2016
ARCH,4010,002,Architectural Portfolio JUNIOR,0.33,0.62,0.05,0.0,0.0,0.0,0.0,0.0,George Schafer,,ARCH-4010,2016
ARCH,4010,003,Architectural Portfolio JUNIOR,0.42,0.5,0.04,0.0,0.04,0.0,0.0,0.0,Maryam Hamidpour,,ARCH-4010,2016
ARCH,6120,002,History Research,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,Ulrike Heine,,ARCH-6120,2016
ARCH,6990,009,Freehand Drawing,0.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,Lynn Craig,,ARCH-6990,2016
ARCH,8100,001,Visualization I,0.73,0.2,0.07,0.0,0.0,0.0,0.0,0.0,Joseph Choma,,ARCH-8100,2016
ARCH,8210,001,Research Methods,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Dina Battisto,,ARCH-8210,2016
ARCH,8410,001,Arch Studio I,0.56,0.33,0.11,0.0,0.0,0.0,0.0,0.0,Peter Laurence,,ARCH-8410,2016
ARCH,8410,002,Arch Studio I,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,Andreea Mihalache,,ARCH-8410,2016
ARCH,8510,001,Design Studio III,0.56,0.44,0.0,0.0,0.0,0.0,0.0,0.0,Ulrike Heine,,ARCH-8510,2016
ARCH,8510,002,Design Studio III,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Henrique Houayek,,ARCH-8510,2016
ARCH,8510,003,Design Studio III,0.38,0.63,0.0,0.0,0.0,0.0,0.0,0.0,Ufuk Ersoy,,ARCH-8510,2016
ARCH,8600,001,History/Theory I,0.38,0.63,0.0,0.0,0.0,0.0,0.0,0.0,Berrin Terim,,ARCH-8600,2016
ARCH,8810,001,Pro Practice Survey,0.64,0.36,0.0,0.0,0.0,0.0,0.0,0.0,Katherin Schwennsen,,ARCH-8810,2016
ARCH,8950,002,A+H Studio: Projects,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,Byron Edwards,,ARCH-8950,2016
ART,1050,001,Foundation Drawing I,0.29,0.57,0.0,0.07,0.07,0.0,0.0,0.0,Kathleen Thum,,ART-1050,2016
ART,1510,001,Foundations Art I,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Kymberly Day,,ART-1510,2016
ART,2070,001,Beginning Painting,0.69,0.25,0.0,0.0,0.0,0.0,0.0,0.06,Todd McDonald,,ART-2070,2016
ART,2100,400,Art Appreciation,0.61,0.29,0.04,0.07,0.0,0.0,0.0,0.0,Lydia Dorsey,,ART-2100,2016
ART,2100,401,Art Appreciation,0.41,0.3,0.19,0.07,0.04,0.0,0.0,0.0,Lydia Dorsey,,ART-2100,2016
ART,2100,402,Art Appreciation,0.48,0.45,0.07,0.0,0.0,0.0,0.0,0.0,Lydia Dorsey,,ART-2100,2016
ART,2100,403,Art Appreciation,0.37,0.41,0.11,0.04,0.07,0.0,0.0,0.0,Lydia Dorsey,,ART-2100,2016
AS,1090,001,Air Force Today I,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Christopher Mann,,AS-1090,2016
AS,1090,003,Air Force Today I,0.81,0.13,0.0,0.0,0.0,0.0,0.0,0.06,Christopher Mann,,AS-1090,2016
AS,2090,002,Dev of Air Power I,0.6,0.27,0.07,0.07,0.0,0.0,0.0,0.0,Christopher Mann,,AS-2090,2016
AS,2090,003,Dev of Air Power I,0.69,0.19,0.06,0.0,0.0,0.0,0.0,0.06,Christopher Mann,,AS-2090,2016
ASL,1010,001,Am Sign Lang I,0.17,0.39,0.28,0.06,0.11,0.0,0.0,0.0,William Brant,,ASL-1010,2016
ASL,1010,002,Am Sign Lang I,0.47,0.53,0.0,0.0,0.0,0.0,0.0,0.0,William Brant,,ASL-1010,2016
ASL,1010,003,Am Sign Lang I,0.28,0.39,0.11,0.11,0.0,0.0,0.0,0.11,Michael Barrett,,ASL-1010,2016
ASL,1010,004,Am Sign Lang I,0.47,0.42,0.11,0.0,0.0,0.0,0.0,0.0,Michael Barrett,,ASL-1010,2016
ASL,1020,001,Am Sign Lang I,0.71,0.18,0.12,0.0,0.0,0.0,0.0,0.0,Kim Misener Dunn,,ASL-1020,2016
ASL,2010,001,Am Sign Lang II,0.28,0.39,0.22,0.11,0.0,0.0,0.0,0.0,Michael Barrett,,ASL-2010,2016
ASL,2010,002,Am Sign Lang II,0.13,0.19,0.38,0.31,0.0,0.0,0.0,0.0,Michael Barrett,,ASL-2010,2016
ASL,3010,001,Advanced A S L I,0.8,0.13,0.07,0.0,0.0,0.0,0.0,0.0,Kim Misener Dunn,,ASL-3010,2016
ASL,3150,001,Survey Interpreting,0.25,0.42,0.17,0.0,0.0,0.0,0.0,0.17,Stephen Fitzmaurice,,ASL-3150,2016
ASTR,1010,001,Solar System Astronomy,0.19,0.39,0.17,0.12,0.08,0.0,0.0,0.05,Lih-sin The,,ASTR-1010,2016
ASTR,1010,002,Solar System Astronomy,0.28,0.36,0.19,0.04,0.06,0.0,0.0,0.07,Lih-sin The,,ASTR-1010,2016
ASTR,1020,001,Stellar Astronomy,0.39,0.32,0.11,0.06,0.02,0.0,0.0,0.1,Amber Porter,,ASTR-1020,2016
ASTR,1030,001,Solar Systm Astr Lab,0.54,0.27,0.15,0.0,0.04,0.0,0.0,0.0,Amber Porter,,ASTR-1030,2016
ASTR,1030,002,Solar Systm Astr Lab,0.38,0.31,0.04,0.08,0.08,0.0,0.0,0.12,Amber Porter,,ASTR-1030,2016
ASTR,1030,004,Solar Systm Astr Lab,0.6,0.24,0.0,0.08,0.0,0.0,0.0,0.08,Amber Porter,,ASTR-1030,2016
ASTR,1030,005,Solar Systm Astr Lab,0.63,0.17,0.08,0.08,0.0,0.0,0.0,0.04,Amber Porter,,ASTR-1030,2016
ASTR,1030,006,Solar Systm Astr Lab,0.4,0.4,0.05,0.15,0.0,0.0,0.0,0.0,Amber Porter,,ASTR-1030,2016
ASTR,1030,007,Solar Systm Astr Lab,0.54,0.31,0.12,0.0,0.0,0.0,0.0,0.04,Amber Porter,,ASTR-1030,2016
ASTR,1030,008,Solar Systm Astr Lab,0.72,0.22,0.0,0.0,0.06,0.0,0.0,0.0,Amber Porter,,ASTR-1030,2016
ASTR,1030,009,Solar Systm Astr Lab,0.54,0.21,0.08,0.0,0.08,0.0,0.0,0.08,Amber Porter,,ASTR-1030,2016
ASTR,1030,010,Solar Systm Astr Lab,0.7,0.25,0.0,0.0,0.05,0.0,0.0,0.0,Amber Porter,,ASTR-1030,2016
