Course,Number,Section,Title,A,B,C,D,F,P,F(P),W,Instructor,Honors,CourseId,Year
AAH,1010,001,Survey of Art & Arch Histor,0.51,0.4,0.04,0.02,0.0,0.0,0.0,0.03,Beth Lauritis,,AAH-1010,2020
AAH,2050,001,Art History and Theory I,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beth Lauritis,,AAH-2050,2020
AAH,3050,001,Contemporary Art History,0.58,0.37,0.0,0.05,0.0,0.0,0.0,0.0,Andrea Feeser,,AAH-3050,2020
ACCT,2010,001,Financial Accounting Conc,0.36,0.38,0.2,0.02,0.02,0.0,0.0,0.02,Lydia Schleifer,,ACCT-2010,2020
ACCT,2010,002,Financial Accounting Conc,0.44,0.31,0.15,0.02,0.04,0.0,0.0,0.05,Lydia Schleifer,,ACCT-2010,2020
ACCT,2010,003,Financial Accounting Conc,0.17,0.32,0.25,0.07,0.12,0.0,0.0,0.07,Robert Wahlman,,ACCT-2010,2020
ACCT,2010,004,Financial Accounting Conc,0.26,0.26,0.26,0.13,0.03,0.0,0.0,0.08,Charles Tegen,,ACCT-2010,2020
ACCT,2010,005,Financial Accounting Conc,0.41,0.36,0.13,0.03,0.05,0.0,0.0,0.03,Charles Tegen,,ACCT-2010,2020
ACCT,2010,006,Financial Accounting Conc,0.45,0.33,0.05,0.05,0.05,0.0,0.0,0.08,Julie Grant,,ACCT-2010,2020
ACCT,2010,007,Financial Accounting Conc,0.21,0.44,0.31,0.03,0.0,0.0,0.0,0.03,Julie Grant,,ACCT-2010,2020
ACCT,2010,008,Financial Accounting Conc,0.51,0.33,0.07,0.07,0.0,0.0,0.0,0.02,Lydia Schleifer,,ACCT-2010,2020
ACCT,2010,009,Financial Accounting Conc,0.38,0.3,0.18,0.1,0.05,0.0,0.0,0.0,Julie Grant,,ACCT-2010,2020
ACCT,2010,010,Financial Accounting Conc,0.5,0.2,0.23,0.08,0.0,0.0,0.0,0.0,Julie Grant,,ACCT-2010,2020
ACCT,2010,011,Financial Accounting Conc,0.35,0.31,0.21,0.04,0.08,0.0,0.0,0.0,Lisa Birtwistle,,ACCT-2010,2020
ACCT,2010,012,Financial Accounting Conc,0.28,0.39,0.25,0.0,0.03,0.0,0.0,0.03,Lisa Birtwistle,,ACCT-2010,2020
ACCT,2010,013,Financial Accounting Conc,0.34,0.39,0.13,0.03,0.05,0.0,0.0,0.05,Lisa Birtwistle,,ACCT-2010,2020
ACCT,2010,014,Financial Accounting Conc,0.18,0.32,0.28,0.1,0.0,0.0,0.0,0.12,Jeffrey McMillan,,ACCT-2010,2020
ACCT,2010,015,Financial Accounting Conc,0.23,0.34,0.31,0.03,0.0,0.0,0.0,0.09,Carl Hollingsworth,,ACCT-2010,2020
ACCT,2010,400,Financial Accounting Conc,0.09,0.28,0.36,0.12,0.05,0.0,0.0,0.1,Jeffrey McMillan,,ACCT-2010,2020
ACCT,2010,401,Financial Accounting Conc,0.26,0.21,0.26,0.11,0.09,0.0,0.0,0.07,Emily McCorkle,,ACCT-2010,2020
ACCT,2020,001,Managerial Accounting Co,0.38,0.43,0.18,0.03,0.0,0.0,0.0,0.0,Robin Radtke,,ACCT-2020,2020
ACCT,2020,002,Managerial Accounting Co,0.4,0.28,0.18,0.03,0.03,0.0,0.0,0.1,Robin Radtke,,ACCT-2020,2020
ACCT,2020,003,Managerial Accounting Co,0.21,0.13,0.3,0.11,0.09,0.0,0.0,0.15,Brian Carver,,ACCT-2020,2020
ACCT,2020,004,Managerial Accounting Co,0.12,0.29,0.19,0.12,0.1,0.0,0.0,0.17,Brian Carver,,ACCT-2020,2020
ACCT,2020,400,Managerial Accounting Co,0.23,0.49,0.23,0.0,0.0,0.0,0.0,0.05,Robin Radtke,,ACCT-2020,2020
ACCT,2020,401,Managerial Accounting Co,0.28,0.33,0.17,0.1,0.05,0.0,0.0,0.07,Emily McCorkle,,ACCT-2020,2020
ACCT,2020,402,Managerial Accounting Co,0.33,0.22,0.28,0.05,0.03,0.0,0.0,0.09,Emily McCorkle,,ACCT-2020,2020
ACCT,2020,403,Managerial Accounting Co,0.1,0.4,0.15,0.2,0.08,0.0,0.0,0.08,Emily McCorkle,,ACCT-2020,2020
ACCT,2020,404,Managerial Accounting Co,0.1,0.28,0.26,0.13,0.08,0.0,0.0,0.15,Emily McCorkle,,ACCT-2020,2020
ACCT,3030,001,Cost Accounting,0.38,0.35,0.23,0.03,0.03,0.0,0.0,0.0,Daniel Way,,ACCT-3030,2020
ACCT,3030,002,Cost Accounting,0.25,0.33,0.35,0.03,0.03,0.0,0.0,0.03,Daniel Way,,ACCT-3030,2020
ACCT,3030,003,Cost Accounting,0.26,0.32,0.32,0.05,0.03,0.0,0.0,0.03,Jace Garrett,,ACCT-3030,2020
ACCT,3030,004,Cost Accounting,0.16,0.42,0.26,0.0,0.05,0.0,0.0,0.11,Jace Garrett,,ACCT-3030,2020
ACCT,3030,005,Cost Accounting,0.77,0.13,0.08,0.03,0.0,0.0,0.0,0.0,Sarah Martin,,ACCT-3030,2020
ACCT,3110,001,Intermediate Financial Acc,0.17,0.34,0.31,0.03,0.07,0.0,0.0,0.07,Amy Donnelly,,ACCT-3110,2020
ACCT,3110,002,Intermediate Financial Acc,0.3,0.3,0.3,0.04,0.07,0.0,0.0,0.0,Amy Donnelly,,ACCT-3110,2020
ACCT,3110,003,Intermediate Financial Acc,0.31,0.38,0.23,0.04,0.0,0.0,0.0,0.04,Annieka Philo,,ACCT-3110,2020
ACCT,3110,004,Intermediate Financial Acc,0.26,0.35,0.23,0.06,0.06,0.0,0.0,0.03,Annieka Philo,,ACCT-3110,2020
ACCT,3110,005,Intermediate Financial Acc,0.04,0.25,0.36,0.11,0.18,0.0,0.0,0.07,Russell Madray,,ACCT-3110,2020
ACCT,3110,006,Intermediate Financial Acc,0.18,0.42,0.18,0.06,0.09,0.0,0.0,0.06,Russell Madray,,ACCT-3110,2020
ACCT,3110,007,Intermediate Financial Acc,0.19,0.41,0.28,0.0,0.0,0.0,0.0,0.09,Russell Madray,,ACCT-3110,2020
ACCT,3110,008,Intermediate Financial Acc,0.23,0.42,0.1,0.19,0.03,0.0,0.0,0.03,Russell Madray,,ACCT-3110,2020
ACCT,3120,001,Intermediate Financial Acc,0.1,0.41,0.31,0.05,0.05,0.0,0.0,0.08,Jeremy Vinson,,ACCT-3120,2020
ACCT,3120,002,Intermediate Financial Acc,0.33,0.44,0.17,0.0,0.03,0.0,0.0,0.03,Jeremy Vinson,,ACCT-3120,2020
ACCT,3120,003,Intermediate Financial Acc,0.14,0.23,0.31,0.14,0.11,0.0,0.0,0.06,Terry Knause,,ACCT-3120,2020
