Course,Number,Section,Title,A,B,C,D,F,P,F(P),W,Instructor,Honors,CourseId,Year
AAH,1010,001,Survey of Art & Arch History I,0.42,0.45,0.11,0.01,0.01,0.0,0.0,0.0,Beth Lauritis,,AAH-1010,2018
AAH,2050,001,Art History and Theory I,0.73,0.2,0.0,0.0,0.0,0.0,0.0,0.07,Beth Lauritis,,AAH-2050,2018
AAH,3050,001,Contemporary Art History,0.76,0.24,0.0,0.0,0.0,0.0,0.0,0.0,Andrea Feeser,,AAH-3050,2018
ACCT,2010,001,Financial Accounting Concepts,0.09,0.36,0.27,0.02,0.09,0.0,0.0,0.18,Lydia Schleifer,,ACCT-2010,2018
ACCT,2010,002,Financial Accounting Concepts,0.28,0.23,0.23,0.13,0.04,0.0,0.0,0.09,Emily McCorkle,,ACCT-2010,2018
ACCT,2010,003,Financial Accounting Concepts,0.33,0.48,0.13,0.08,0.0,0.0,0.0,0.0,Emily McCorkle,,ACCT-2010,2018
ACCT,2010,004,Financial Accounting Concepts,0.36,0.28,0.21,0.04,0.09,0.0,0.0,0.02,Annieka Philo,,ACCT-2010,2018
ACCT,2010,005,Financial Accounting Concepts,0.33,0.23,0.19,0.02,0.13,0.0,0.0,0.1,Lydia Schleifer,,ACCT-2010,2018
ACCT,2010,006,Financial Accounting Concepts,0.24,0.26,0.29,0.07,0.1,0.0,0.0,0.05,Annieka Philo,,ACCT-2010,2018
ACCT,2010,007,Financial Accounting Concepts,0.17,0.4,0.19,0.07,0.05,0.0,0.0,0.12,Emily McCorkle,,ACCT-2010,2018
ACCT,2010,008,Financial Accounting Concepts,0.21,0.35,0.19,0.1,0.04,0.0,0.0,0.1,Lydia Schleifer,,ACCT-2010,2018
ACCT,2010,009,Financial Accounting Concepts,0.26,0.41,0.21,0.08,0.0,0.0,0.0,0.05,Annieka Philo,,ACCT-2010,2018
ACCT,2010,010,Financial Accounting Concepts,0.3,0.25,0.23,0.05,0.18,0.0,0.0,0.0,Emily McCorkle,,ACCT-2010,2018
ACCT,2010,011,Financial Accounting Concepts,0.16,0.42,0.16,0.05,0.11,0.0,0.0,0.11,Charles Tegen,,ACCT-2010,2018
ACCT,2010,012,Financial Accounting Concepts,0.26,0.24,0.29,0.08,0.03,0.0,0.0,0.11,Philip Maiberger,,ACCT-2010,2018
ACCT,2010,013,Financial Accounting Concepts,0.23,0.28,0.36,0.05,0.05,0.0,0.0,0.03,Lisa Birtwistle,,ACCT-2010,2018
ACCT,2010,014,Financial Accounting Concepts,0.37,0.37,0.17,0.07,0.0,0.0,0.0,0.02,Lisa Birtwistle,,ACCT-2010,2018
ACCT,2010,100,Fin Accounting Concepts (HON),0.88,0.06,0.06,0.0,0.0,0.0,0.0,0.0,Lisa Birtwistle,True,ACCT-2010,2018
ACCT,2010,400,Financial Accounting Concepts,0.19,0.43,0.16,0.09,0.07,0.0,0.0,0.06,Jeffrey McMillan,,ACCT-2010,2018
ACCT,2020,001,Managerial Accounting Concepts,0.14,0.2,0.37,0.03,0.09,0.0,0.0,0.17,Henry Anderson,,ACCT-2020,2018
ACCT,2020,002,Managerial Accounting Concepts,0.25,0.45,0.14,0.05,0.02,0.0,0.0,0.09,Henry Anderson,,ACCT-2020,2018
